age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
35,blue-collar,unknown,basic.9y,no,yes,no,cellular,feb,wed,64,4,999,0,nonexistent,0.1,103.769,-32.67,4.279,5238.9,no
36,management,divorced,basic.6y,no,yes,no,cellular,aug,mon,168,5,291,2,success,-0.5,96.207,-37.1,4.182,5256.3,no
31,blue-collar,unknown,high.school,no,yes,yes,cellular,jun,tue,302,2,999,0,nonexistent,0.8,98.89,-41.85,4.401,5263.5,no
43,technician,unknown,unknown,no,no,yes,cellular,dec,fri,218,3,999,0,nonexistent,-0.5,99.63,-34.5,3.833,5292.9,no
29,services,married,basic.9y,no,yes,yes,cellular,nov,tue,223,3,298,2,success,0.5,103.81,-38.93,4.937,5206.8,no
34,admin.,divorced,illiterate,no,no,yes,cellular,aug,mon,75,5,999,0,nonexistent,-0.3,96.815,-40.7,4.033,5290,no
34,retired,divorced,basic.4y,no,yes,yes,telephone,nov,mon,91,3,65,2,success,1.4,96.746,-41.24,4.478,5297.5,no
30,retired,single,basic.9y,no,yes,yes,cellular,feb,fri,259,5,999,0,nonexistent,1.1,102.003,-33.64,4.814,5246.3,no
51,technician,single,university.degree,no,yes,yes,cellular,sep,thu,98,1,999,0,nonexistent,1.5,96.264,-34.7,4.48,5298.1,no
51,housemaid,single,illiterate,no,no,yes,cellular,sep,wed,305,1,999,0,nonexistent,0.1,103.97,-33.18,4.541,5276.1,yes
48,unknown,unknown,unknown,no,no,no,cellular,sep,tue,340,4,999,0,nonexistent,-0.3,98.248,-38.27,4.839,5247.3,no
36,admin.,divorced,high.school,no,yes,yes,cellular,may,tue,95,2,999,0,nonexistent,-0.4,103.997,-37.54,4.664,5284,no
35,management,single,basic.9y,no,yes,no,cellular,jul,mon,308,5,999,0,nonexistent,1,96.67,-41.58,3.871,5285.5,no
64,unemployed,divorced,illiterate,no,yes,no,cellular,feb,fri,319,5,999,0,nonexistent,-0.4,96.044,-37.3,4.302,5239.5,yes
32,admin.,divorced,high.school,no,yes,yes,cellular,mar,fri,102,1,999,0,nonexistent,-0.4,101.158,-34.09,4.936,5249.4,no
35,self-employed,single,basic.9y,no,yes,yes,cellular,mar,thu,350,4,198,0,success,1.4,100.115,-39.76,4.088,5214.7,no
18,student,divorced,illiterate,no,no,no,telephone,jan,thu,148,5,999,0,nonexistent,-0.4,101.88,-37.69,4.185,5206,no
19,retired,married,basic.9y,no,yes,no,cellular,apr,fri,109,2,999,0,nonexistent,0.9,100.964,-37.94,4.575,5235.7,yes
49,unemployed,single,professional.course,no,yes,yes,cellular,mar,wed,358,1,999,0,nonexistent,0.7,99.575,-38.37,4.432,5212.2,no
43,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,252,1,999,0,nonexistent,0.9,98.627,-32.87,4.112,5286,no
54,student,unknown,high.school,no,no,no,cellular,may,thu,150,4,999,0,nonexistent,0,96.588,-33.78,4.156,5209.6,no
54,self-employed,single,professional.course,no,no,no,cellular,may,wed,143,5,999,0,nonexistent,0.7,97.346,-33.9,3.793,5288.8,no
25,unknown,married,basic.9y,no,yes,yes,cellular,nov,thu,273,5,999,0,nonexistent,-0.4,100.606,-35.31,4.543,5247.3,yes
62,unknown,divorced,unknown,no,no,no,cellular,sep,wed,91,3,999,0,nonexistent,1.5,98.669,-33.13,4.104,5287.7,no
21,blue-collar,married,basic.6y,yes,no,yes,telephone,mar,wed,266,1,314,2,failure,0,103.828,-36.4,4.494,5224.9,no
28,retired,divorced,illiterate,no,yes,no,cellular,aug,tue,206,4,298,2,success,0,100.928,-39.59,4.298,5241.9,no
28,services,divorced,unknown,no,yes,no,cellular,sep,mon,79,3,999,0,nonexistent,-0.3,99.508,-41.94,4.665,5286.2,yes
38,housemaid,unknown,university.degree,no,yes,no,cellular,mar,mon,190,3,314,0,failure,0.7,100.477,-38.81,3.825,5257.7,no
46,entrepreneur,married,high.school,no,yes,no,cellular,mar,mon,355,1,999,0,nonexistent,0.1,101.792,-32.71,4.628,5209.1,no
33,entrepreneur,married,unknown,yes,no,no,cellular,jan,tue,259,4,999,0,nonexistent,0.2,101.356,-32.27,4.408,5276.2,no
55,housemaid,unknown,basic.9y,no,yes,yes,cellular,jul,thu,95,1,999,0,nonexistent,0.8,101.298,-40.16,3.787,5281.3,no
25,management,single,professional.course,yes,yes,yes,cellular,nov,mon,268,2,183,1,failure,0.6,101.472,-41.42,4.293,5201,no
47,unemployed,single,professional.course,no,yes,yes,cellular,nov,tue,278,3,173,2,failure,1.4,100.147,-35.32,4.638,5200.4,no
85,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,223,2,999,0,nonexistent,-0.2,99.837,-41.61,3.929,5243.4,no
27,self-employed,married,high.school,no,yes,yes,cellular,jun,fri,70,3,999,0,nonexistent,0.6,99.68,-36.21,4.155,5230.9,yes
37,services,divorced,professional.course,no,yes,yes,cellular,apr,thu,222,5,999,0,nonexistent,1.3,97.278,-35.35,4.649,5279.5,no
18,admin.,unknown,basic.4y,no,yes,no,cellular,sep,wed,93,4,999,0,nonexistent,0.7,103.855,-39,4.317,5217.2,no
24,management,unknown,unknown,no,yes,no,cellular,jun,mon,256,5,999,0,nonexistent,1.1,103.991,-33.85,3.973,5271.1,no
36,retired,unknown,basic.4y,no,yes,yes,cellular,aug,wed,207,4,999,0,nonexistent,-0.1,98.61,-40.23,3.569,5278.5,yes
38,blue-collar,married,unknown,no,no,no,telephone,jul,mon,133,2,999,0,nonexistent,1.5,101.358,-41.51,4.12,5225,no
47,retired,married,university.degree,no,yes,no,telephone,jul,tue,187,4,999,0,nonexistent,0.2,102.854,-32.44,4.039,5299.6,no
35,unknown,married,illiterate,no,yes,yes,cellular,nov,wed,88,3,170,0,failure,0.1,102.344,-38.84,4.418,5221.2,no
34,admin.,unknown,basic.9y,no,no,no,cellular,jun,tue,140,5,347,0,failure,-0.2,97.768,-32.59,4.368,5293,no
34,technician,divorced,illiterate,no,yes,no,cellular,jan,wed,289,4,272,2,success,-0.2,96.274,-40.7,4.933,5208.8,no
29,housemaid,unknown,basic.9y,no,yes,no,cellular,sep,wed,294,4,999,0,nonexistent,1.4,97.238,-32.55,3.779,5267.2,yes
30,admin.,divorced,unknown,no,yes,no,telephone,nov,wed,221,3,999,0,nonexistent,0.2,99.418,-34.79,4.924,5252.6,yes
31,services,divorced,unknown,no,yes,no,cellular,aug,mon,331,1,999,0,nonexistent,1.1,100.07,-40.54,4.827,5243.4,no
31,unknown,divorced,illiterate,no,no,no,cellular,jun,wed,158,1,163,1,failure,1.1,102.62,-39.95,4.16,5242.4,no
34,blue-collar,unknown,university.degree,no,yes,no,cellular,may,thu,358,3,999,0,nonexistent,-0.2,96.917,-32.74,4.851,5249.5,no
27,blue-collar,married,professional.course,no,yes,yes,cellular,nov,wed,114,4,999,0,nonexistent,-0.1,101.488,-34.65,4.973,5220,yes
33,unemployed,divorced,illiterate,no,yes,yes,cellular,feb,thu,263,5,999,0,nonexistent,0.2,98.524,-37.04,4.797,5236.9,no
66,self-employed,married,basic.9y,no,no,yes,telephone,jan,fri,241,3,999,0,nonexistent,-0.2,97.128,-35.69,4.545,5205.9,no
28,entrepreneur,single,unknown,no,no,no,cellular,jun,wed,268,5,999,0,nonexistent,-0.4,101.589,-35.07,4.862,5276.6,no
56,student,married,high.school,yes,no,no,cellular,dec,tue,179,3,999,0,nonexistent,0,98.283,-32.12,4.271,5251.1,no
22,services,unknown,basic.9y,no,no,no,cellular,nov,thu,350,1,999,0,nonexistent,1.4,97.194,-34.82,4.614,5223.7,no
26,admin.,unknown,professional.course,no,yes,no,telephone,nov,thu,82,5,125,2,failure,0,98.911,-35.71,3.775,5231.7,yes
26,technician,unknown,high.school,no,no,no,cellular,apr,tue,81,5,999,0,nonexistent,0.7,101.526,-35.47,4.574,5240.5,no
79,housemaid,unknown,university.degree,no,no,yes,cellular,nov,fri,274,4,999,0,nonexistent,1.4,102.582,-37.58,3.726,5277.4,no
25,retired,divorced,unknown,no,no,yes,cellular,jan,mon,313,5,999,0,nonexistent,0.9,98.923,-41.25,3.547,5254.1,no
52,entrepreneur,single,basic.6y,no,no,no,cellular,may,fri,345,1,999,0,nonexistent,-0.3,102.78,-36.83,4.051,5248.2,no
35,admin.,divorced,high.school,no,yes,yes,cellular,jun,fri,300,1,999,0,nonexistent,0.6,97.004,-34.66,4.29,5220.7,no
27,housemaid,unknown,basic.6y,no,no,no,cellular,aug,thu,359,3,999,0,nonexistent,0.8,101.287,-39.87,3.861,5240.9,no
52,retired,unknown,high.school,no,yes,no,cellular,sep,mon,229,1,999,0,nonexistent,0.3,98.604,-32.99,4.021,5201.9,yes
30,blue-collar,divorced,basic.4y,no,yes,yes,cellular,dec,thu,327,3,999,0,nonexistent,0.5,101.47,-37.25,4.243,5236.8,no
20,unknown,divorced,basic.4y,no,yes,yes,cellular,oct,mon,287,1,999,0,nonexistent,0,98.95,-36.25,3.977,5254.5,no
21,retired,married,university.degree,no,yes,no,telephone,jan,fri,251,3,999,0,nonexistent,0.1,102.327,-32.5,3.932,5212.3,yes
48,entrepreneur,divorced,professional.course,no,no,no,cellular,mar,fri,161,4,47,0,success,0.2,102.785,-35.5,4.511,5283.7,no
65,unknown,single,unknown,no,no,yes,cellular,nov,wed,101,2,999,0,nonexistent,1.1,103.504,-41.75,3.671,5221.5,no
38,housemaid,married,high.school,no,yes,no,cellular,jan,mon,107,1,999,0,nonexistent,0.3,103.997,-34.28,4.806,5227.1,yes
40,unknown,married,basic.9y,no,yes,no,cellular,may,mon,337,5,999,0,nonexistent,-0.3,101.695,-37.19,3.56,5287.1,yes
37,management,single,illiterate,no,no,no,cellular,jan,mon,147,4,999,0,nonexistent,1,97.82,-37.82,3.768,5224.6,no
54,student,single,high.school,no,no,yes,cellular,dec,tue,135,3,999,0,nonexistent,0.6,97.758,-41.06,3.815,5237.9,no
30,entrepreneur,married,illiterate,no,yes,no,telephone,mar,thu,302,2,999,0,nonexistent,0.6,102.809,-41.72,3.666,5239.8,no
64,housemaid,unknown,illiterate,no,no,no,telephone,sep,fri,216,3,999,0,nonexistent,-0.5,100.582,-38.63,4.902,5202,no
38,housemaid,single,professional.course,no,no,yes,cellular,sep,wed,227,5,999,0,nonexistent,0.9,103.668,-35.21,3.814,5292.5,yes
45,unknown,unknown,unknown,no,no,yes,cellular,aug,wed,90,1,999,0,nonexistent,-0.1,100.179,-35.84,4.343,5226,no
37,retired,divorced,illiterate,no,no,no,cellular,jun,thu,281,5,248,1,success,-0.1,98.801,-32.82,3.736,5273.5,no
84,unemployed,unknown,basic.9y,no,no,no,telephone,jul,wed,122,1,87,1,failure,1.1,101.037,-37.56,4.748,5237.8,yes
28,technician,married,basic.9y,no,yes,no,cellular,apr,wed,251,5,321,0,success,-0.1,98.097,-35.02,3.99,5211.1,no
47,unemployed,unknown,basic.9y,yes,yes,no,cellular,nov,wed,353,5,999,0,nonexistent,0.7,102.518,-41.59,4.329,5288.5,no
26,student,single,basic.6y,no,yes,yes,cellular,may,wed,258,3,999,0,nonexistent,0,102.869,-32.28,3.697,5216.1,no
24,entrepreneur,married,basic.4y,no,no,no,cellular,feb,thu,348,5,153,1,success,0.5,99.99,-38.04,4.445,5270.9,no
45,student,divorced,basic.6y,no,yes,no,cellular,feb,mon,255,4,999,0,nonexistent,-0.3,102.117,-34.01,4.816,5200.6,no
20,retired,single,basic.4y,no,yes,no,cellular,may,mon,133,4,999,0,nonexistent,1.3,101.808,-32.2,4.513,5205.3,yes
20,self-employed,divorced,illiterate,no,no,no,cellular,dec,wed,199,5,999,0,nonexistent,0.2,102.795,-36.68,4.104,5241.9,no
46,technician,single,basic.4y,no,yes,no,cellular,mar,wed,71,5,999,0,nonexistent,1.2,101.718,-38.32,4.51,5271.1,no
53,blue-collar,divorced,basic.6y,no,yes,no,cellular,aug,wed,97,1,999,0,nonexistent,1.2,96.171,-41.63,4.063,5204.8,no
53,unknown,single,illiterate,no,yes,no,cellular,jul,thu,187,1,999,0,nonexistent,1.3,98.004,-33.37,4.419,5209,yes
44,retired,single,illiterate,no,yes,yes,cellular,jan,mon,282,3,297,2,failure,1.3,98.102,-32.85,4.296,5272.8,no
20,student,married,unknown,no,yes,yes,cellular,jul,tue,256,1,999,0,nonexistent,-0.3,103.806,-33.06,4.17,5285.2,no
46,management,married,university.degree,no,yes,no,cellular,sep,fri,66,4,999,0,nonexistent,0.9,103.142,-32.4,4.297,5287.6,no
88,unknown,married,unknown,no,no,no,telephone,jan,fri,211,1,999,0,nonexistent,0.5,98.727,-37.72,4.252,5285,yes
48,unknown,single,basic.4y,no,yes,no,cellular,oct,fri,276,1,274,1,success,0.5,103.434,-37.21,4.988,5258.9,no
26,retired,unknown,university.degree,no,yes,no,cellular,jul,wed,266,5,81,2,success,-0.5,98.028,-32.2,4.933,5200.8,no
66,services,married,professional.course,yes,yes,no,cellular,nov,mon,229,2,29,0,success,-0.4,96.051,-39.15,4.228,5280.3,no
64,unemployed,married,basic.4y,no,no,no,cellular,sep,thu,320,5,12,2,failure,0.2,98.817,-38.87,3.807,5291,yes
34,blue-collar,married,university.degree,no,no,yes,cellular,apr,thu,103,1,999,0,nonexistent,1,96.593,-41.84,4.234,5210.2,no
53,housemaid,divorced,basic.9y,no,yes,no,cellular,dec,thu,208,3,999,0,nonexistent,1.2,96.986,-40.43,4.617,5267.8,yes
73,self-employed,unknown,professional.course,no,no,yes,cellular,may,thu,162,1,999,0,nonexistent,0.8,96.284,-40.92,3.61,5292.3,yes
56,technician,single,professional.course,no,yes,no,cellular,aug,mon,151,2,21,0,failure,0.3,101.681,-32.77,3.83,5242.9,no
52,self-employed,divorced,basic.4y,no,yes,yes,cellular,may,mon,345,3,999,0,nonexistent,1.1,98.167,-34.67,4.469,5224.3,no
59,services,married,unknown,no,yes,yes,cellular,mar,thu,89,3,217,1,success,0.3,97.211,-39.46,4.799,5259.4,no
28,housemaid,divorced,basic.9y,no,yes,no,cellular,apr,tue,172,4,61,1,failure,-0.2,101.971,-40.03,4.234,5226,yes
45,housemaid,unknown,university.degree,no,no,no,cellular,jun,fri,111,4,999,0,nonexistent,1.5,100.897,-41.16,3.728,5236.5,no
20,technician,married,university.degree,no,no,yes,cellular,jul,mon,83,2,999,0,nonexistent,0.7,101.829,-33.69,4.149,5217.5,yes
71,entrepreneur,unknown,university.degree,no,yes,yes,cellular,apr,mon,248,2,11,2,failure,-0.3,100.628,-33.86,3.964,5285.6,yes
43,housemaid,single,high.school,no,no,no,cellular,nov,fri,240,3,999,0,nonexistent,-0.2,102.141,-37.88,4.357,5278.5,no
35,retired,married,basic.6y,no,yes,no,cellular,jul,tue,348,4,31,1,success,1.4,99.056,-41.12,3.905,5299.2,yes
29,services,single,basic.4y,no,no,yes,cellular,sep,fri,193,2,999,0,nonexistent,0.1,101.503,-35.15,4.67,5247.6,no
77,admin.,unknown,professional.course,no,yes,yes,cellular,nov,wed,127,2,305,0,success,0.1,100.772,-34.86,4.051,5289.8,no
34,entrepreneur,divorced,illiterate,no,yes,yes,cellular,oct,fri,87,3,93,0,success,0.9,100.659,-33.58,4.543,5263.4,no
45,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,129,4,294,1,failure,1,100.211,-34.93,4.42,5241.4,no
89,unknown,single,unknown,no,yes,no,cellular,oct,thu,150,3,999,0,nonexistent,-0.1,101.009,-39.41,4.505,5290.3,no
39,services,single,university.degree,no,no,no,cellular,sep,wed,253,2,999,0,nonexistent,-0.5,96.62,-36.95,3.604,5271.3,no
55,housemaid,single,professional.course,no,no,no,cellular,jun,fri,149,1,999,0,nonexistent,1.4,96.376,-32.8,4.649,5290.7,yes
52,admin.,unknown,basic.9y,no,no,yes,telephone,jun,wed,107,1,999,0,nonexistent,1.2,96.837,-34.52,4.13,5273.4,yes
63,entrepreneur,married,unknown,no,no,no,telephone,sep,tue,160,1,360,2,failure,0.2,96.281,-39.98,4.841,5281.8,no
37,entrepreneur,single,basic.4y,no,yes,no,telephone,jan,fri,68,3,70,0,success,1,102.612,-32.06,3.723,5217,yes
43,management,married,professional.course,no,no,yes,cellular,nov,mon,220,2,999,0,nonexistent,0.6,96.486,-34.06,4.833,5280.3,yes
55,retired,married,basic.9y,no,no,yes,cellular,sep,tue,262,4,999,0,nonexistent,0,97.346,-32.01,4.458,5219.6,no
37,student,divorced,basic.4y,no,no,no,cellular,sep,tue,301,3,999,0,nonexistent,1,98.694,-39.71,4.165,5231,no
87,retired,unknown,illiterate,no,no,yes,cellular,jan,mon,153,1,999,0,nonexistent,0.7,100.422,-38,3.643,5285.3,no
62,unknown,single,basic.9y,no,no,no,cellular,jan,wed,283,3,999,0,nonexistent,0.1,97.578,-39.59,4.497,5282.8,no
30,services,single,professional.course,no,yes,no,cellular,mar,fri,272,5,208,0,success,1.1,101.754,-38.02,4.43,5260.6,no
53,retired,divorced,university.degree,no,yes,no,cellular,nov,wed,339,3,999,0,nonexistent,-0.2,100.489,-41.15,4.041,5245.2,no
18,admin.,divorced,basic.4y,no,yes,no,cellular,jan,mon,144,5,999,0,nonexistent,-0.5,97.732,-34.63,3.657,5278.7,no
35,retired,single,professional.course,no,no,no,telephone,sep,fri,83,3,201,0,failure,0,98.046,-40.45,3.5,5268.7,no
50,student,single,high.school,no,yes,yes,telephone,jul,mon,92,4,999,0,nonexistent,-0.1,100.106,-33.76,4.895,5296.9,no
67,retired,married,basic.9y,no,yes,no,cellular,jun,wed,312,4,999,0,nonexistent,0.7,98.538,-39.93,4.924,5286.2,no
26,housemaid,single,high.school,no,yes,no,cellular,oct,mon,106,2,999,0,nonexistent,-0.4,96.564,-39.43,4.48,5224.8,no
48,retired,married,basic.4y,no,yes,yes,cellular,nov,fri,75,1,314,1,failure,-0.3,99.515,-36.2,3.812,5217.4,yes
68,unemployed,married,illiterate,no,yes,no,cellular,sep,wed,225,1,280,0,success,0.8,100.858,-39.57,3.761,5259.5,no
56,services,married,high.school,no,no,no,telephone,nov,tue,76,4,999,0,nonexistent,1,100.819,-37.05,3.555,5250.2,yes
31,entrepreneur,single,illiterate,no,yes,no,cellular,nov,fri,61,3,999,0,nonexistent,0.3,98.891,-36.75,4.343,5210.1,no
63,student,divorced,basic.4y,no,no,yes,cellular,sep,thu,66,2,999,0,nonexistent,0.8,98.584,-35.47,4.463,5231.1,no
21,unknown,divorced,basic.6y,no,yes,no,telephone,dec,tue,198,5,999,0,nonexistent,0.9,97.645,-35.09,3.672,5218,yes
41,admin.,unknown,unknown,no,yes,no,cellular,oct,mon,143,2,999,0,nonexistent,0.8,96.943,-36.85,4.854,5228.9,no
20,technician,unknown,high.school,no,no,yes,cellular,dec,tue,198,5,173,1,failure,1.1,102.637,-38.39,4.831,5282.3,yes
53,retired,unknown,basic.4y,no,yes,no,cellular,mar,thu,287,3,999,0,nonexistent,0.5,97.129,-35.39,4.318,5248.1,no
44,unknown,single,basic.4y,no,yes,no,cellular,jan,fri,357,4,999,0,nonexistent,0,101.357,-40.77,4.615,5264.6,no
62,blue-collar,unknown,university.degree,no,no,no,cellular,dec,wed,217,5,999,0,nonexistent,-0.4,97.665,-41.05,3.663,5264.3,yes
27,services,single,professional.course,yes,no,no,cellular,may,fri,288,1,999,0,nonexistent,-0.2,101.25,-38.8,4.439,5276.2,no
42,technician,divorced,illiterate,no,yes,no,cellular,jun,tue,190,5,176,0,success,0.4,96.523,-38.17,4.465,5227.1,no
55,housemaid,single,professional.course,no,no,no,cellular,sep,fri,338,4,41,2,success,0.3,96.547,-36.63,4.272,5217.4,yes
46,student,married,basic.6y,no,no,no,telephone,sep,wed,240,5,999,0,nonexistent,1.2,98.061,-34.6,4.432,5275.1,yes
31,self-employed,divorced,professional.course,no,no,no,cellular,apr,tue,328,5,999,0,nonexistent,1.1,98.946,-34.25,4.976,5201.3,no
35,housemaid,single,university.degree,no,no,no,cellular,aug,wed,292,1,999,0,nonexistent,0.6,101.357,-33.43,4.448,5252.8,no
40,unknown,divorced,illiterate,no,no,no,cellular,jan,tue,239,5,999,0,nonexistent,-0.4,103.993,-36.87,3.77,5231,no
31,entrepreneur,married,unknown,no,yes,no,cellular,jun,mon,310,5,999,0,nonexistent,0.8,97.131,-36.19,3.597,5213.5,no
45,self-employed,married,basic.6y,no,no,no,cellular,nov,tue,138,1,999,0,nonexistent,1.1,96.327,-33.58,3.97,5297,no
33,blue-collar,divorced,university.degree,no,no,yes,cellular,jul,thu,124,3,999,0,nonexistent,1.4,101.024,-36.02,4.349,5231.5,no
40,management,married,unknown,no,yes,yes,telephone,oct,wed,324,2,107,1,failure,-0.4,96.665,-40.93,3.8,5212.8,yes
42,management,divorced,professional.course,no,no,yes,cellular,nov,mon,171,3,92,0,success,0.6,103.893,-36.55,4.791,5232.8,yes
41,technician,unknown,professional.course,no,no,no,cellular,oct,thu,81,3,353,1,success,-0.4,100.864,-33.43,4.554,5278.2,yes
44,retired,single,high.school,yes,yes,no,cellular,jun,wed,89,5,999,0,nonexistent,-0.4,99.293,-36.99,3.986,5281.2,yes
22,technician,divorced,illiterate,no,yes,no,cellular,may,tue,122,4,352,2,failure,1.3,96.391,-39.36,4.961,5264.6,yes
39,unknown,divorced,basic.6y,no,no,no,cellular,apr,wed,283,2,999,0,nonexistent,1.1,100.634,-33.39,3.692,5237.5,no
29,entrepreneur,divorced,unknown,no,yes,yes,cellular,feb,tue,96,1,999,0,nonexistent,0.3,100.414,-40.45,3.82,5234.3,yes
23,unknown,single,professional.course,no,no,yes,cellular,may,fri,161,3,999,0,nonexistent,1.4,101.431,-38.11,4.564,5222.4,no
67,retired,unknown,professional.course,no,yes,no,cellular,jul,tue,105,5,999,0,nonexistent,-0.1,101.68,-40.53,4.194,5287,yes
23,blue-collar,married,illiterate,no,yes,no,cellular,nov,tue,198,5,999,0,nonexistent,-0.2,102.825,-39.21,3.786,5202.5,yes
19,unemployed,single,university.degree,no,no,yes,cellular,nov,wed,359,2,999,0,nonexistent,1,100.171,-41.22,4.683,5262.4,no
38,admin.,divorced,professional.course,yes,no,no,cellular,nov,tue,159,2,999,0,nonexistent,1,99.797,-38.88,3.581,5203.3,yes
42,blue-collar,single,illiterate,no,no,no,cellular,sep,thu,115,3,999,0,nonexistent,-0.5,99.347,-33.18,4.224,5285.2,no
33,student,divorced,basic.6y,no,no,no,telephone,dec,wed,316,1,999,0,nonexistent,0.2,97.828,-35.15,4.835,5298.9,no
43,services,divorced,basic.4y,no,no,no,telephone,jul,tue,314,3,269,0,failure,0,100.095,-32.83,3.825,5276.9,no
68,housemaid,single,high.school,no,no,yes,telephone,feb,wed,62,5,999,0,nonexistent,0.3,96.128,-37.22,4.224,5218.4,no
30,unemployed,unknown,basic.4y,yes,no,no,cellular,jan,fri,189,2,999,0,nonexistent,0.1,98.053,-39.21,3.68,5264.8,yes
53,services,unknown,basic.6y,no,no,no,cellular,aug,tue,264,3,999,0,nonexistent,0.3,97.724,-39.32,4.956,5213.6,no
49,services,single,basic.6y,no,no,no,cellular,jan,mon,194,5,15,1,failure,0.6,99.187,-36.36,4.817,5261.6,yes
38,management,single,professional.course,no,yes,no,telephone,jul,fri,196,4,999,0,nonexistent,1.2,99.143,-35.39,4.681,5284.2,no
24,admin.,unknown,basic.9y,no,yes,no,cellular,jan,mon,94,3,999,0,nonexistent,-0.1,96.82,-37.72,3.788,5283.5,yes
27,management,unknown,basic.9y,no,no,yes,cellular,jul,thu,268,4,999,0,nonexistent,0.1,98.686,-35.47,3.581,5219.8,yes
27,services,single,university.degree,no,no,no,cellular,sep,wed,82,4,999,0,nonexistent,0,101.484,-40.34,3.559,5219.9,no
37,entrepreneur,divorced,high.school,no,yes,yes,cellular,dec,wed,142,5,999,0,nonexistent,0.5,97.277,-34.83,4.428,5279.5,no
49,management,single,basic.6y,no,no,yes,cellular,oct,fri,273,2,999,0,nonexistent,-0.2,103.161,-35.59,4.014,5292.1,yes
42,services,married,basic.4y,no,yes,no,cellular,oct,fri,294,4,999,0,nonexistent,1.3,102.651,-32.05,4.212,5241.3,yes
27,self-employed,unknown,professional.course,no,no,no,cellular,may,fri,269,3,26,0,failure,0.8,96.456,-35.43,3.6,5213.4,no
53,self-employed,married,illiterate,no,yes,yes,telephone,nov,thu,106,1,999,0,nonexistent,0,99.21,-39.13,4.254,5246,no
36,admin.,unknown,basic.4y,no,no,no,cellular,aug,fri,126,4,349,1,failure,0.8,96.526,-35.85,4.531,5224.2,no
75,unemployed,divorced,university.degree,no,yes,yes,telephone,dec,fri,64,4,121,2,failure,1.4,101.78,-40.11,3.587,5283.6,no
34,technician,married,basic.6y,no,yes,no,cellular,feb,fri,295,1,999,0,nonexistent,0.8,102.697,-34.91,4.485,5294.6,no
19,entrepreneur,unknown,professional.course,no,no,no,cellular,jul,fri,279,1,999,0,nonexistent,-0.3,101.621,-32.74,3.565,5214.9,no
54,management,married,unknown,no,yes,no,cellular,dec,tue,141,4,999,0,nonexistent,-0.2,96.21,-32.73,4.656,5216.6,yes
30,blue-collar,single,university.degree,no,no,yes,cellular,feb,mon,174,4,25,2,failure,0.3,96.182,-35.6,4.429,5286.8,yes
18,housemaid,unknown,basic.9y,no,yes,yes,cellular,mar,thu,268,2,166,1,failure,0.3,100.473,-34.67,4.446,5239.6,no
23,blue-collar,married,high.school,no,no,no,cellular,apr,wed,263,1,999,0,nonexistent,1.2,100.993,-34.18,4.91,5227.7,yes
60,entrepreneur,married,professional.course,no,yes,no,cellular,jan,fri,119,2,999,0,nonexistent,0.3,102.29,-40.88,3.86,5272.1,no
40,admin.,divorced,basic.4y,no,yes,yes,cellular,mar,mon,327,1,999,0,nonexistent,-0.1,97.661,-41.85,3.744,5262.4,no
33,self-employed,married,basic.6y,no,yes,no,cellular,apr,tue,120,2,999,0,nonexistent,-0.4,100.183,-38.82,4.134,5254.5,no
55,entrepreneur,divorced,illiterate,no,no,no,cellular,jul,thu,127,1,111,1,success,0,96.51,-33.1,4.566,5246,no
29,retired,unknown,illiterate,yes,yes,no,cellular,apr,thu,120,4,999,0,nonexistent,1.1,96.137,-38.32,3.58,5214.8,no
39,unemployed,divorced,professional.course,yes,yes,no,cellular,feb,mon,203,4,166,2,success,0.9,98.925,-35.82,4.162,5226.2,yes
28,services,divorced,university.degree,no,no,yes,cellular,dec,fri,80,4,999,0,nonexistent,0.6,99.526,-39,4.472,5208.8,no
45,unknown,single,basic.9y,no,yes,no,cellular,aug,mon,193,1,999,0,nonexistent,-0.1,101.307,-38.07,4.756,5291.4,yes
39,self-employed,single,professional.course,no,no,yes,cellular,mar,wed,215,1,75,2,failure,0.7,98.848,-40.06,4.442,5241.9,yes
26,self-employed,unknown,basic.6y,no,yes,no,telephone,aug,wed,179,2,110,2,success,0,101.734,-40.01,3.544,5213,no
46,management,unknown,basic.6y,no,no,no,cellular,jan,thu,210,1,999,0,nonexistent,0.9,96.143,-34.22,4.624,5296.1,no
49,unemployed,unknown,unknown,no,no,no,cellular,apr,fri,302,3,999,0,nonexistent,-0.5,103.327,-40.29,4.036,5216.9,yes
27,admin.,single,basic.9y,yes,yes,yes,cellular,may,wed,77,5,999,0,nonexistent,0.9,98.253,-38.97,3.971,5259.8,no
40,management,divorced,basic.6y,no,no,no,cellular,oct,fri,104,3,999,0,nonexistent,1.1,103.667,-40.99,3.676,5202.5,no
44,blue-collar,single,unknown,no,no,yes,cellular,may,fri,324,1,270,2,failure,1.3,97.055,-34.23,3.562,5253.3,yes
28,student,unknown,unknown,no,yes,no,cellular,sep,fri,75,3,177,1,success,1,103.385,-34.78,4.188,5204.4,no
53,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,thu,250,3,222,1,failure,1,97.17,-40.2,4.155,5279.7,no
